1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25
1, 1, 1.72083, 2.17238, 2.50701, 2.37191, 2.8434, 2.9525, 3.4627, 3.66839, 4.00745, 3.26895, 3.9131, 3.8302, 4.34815, 4.99411, 5.81721, 4.85715, 6.8025, 7.43825, 7.82792, 8.04964, 10.4955, 10.7542, 11.6198
1, 1.06095, 1.75148, 2.1526, 2.41369, 2.00748, 2.82797, 2.98723, 3.33141, 3.91874, 4.02001, 2.97322, 3.81369, 4.2751, 4.33246, 4.94868, 5.82362, 4.87679, 6.7433, 7.53777, 7.99905, 8.11637, 10.515, 10.6669, 11.3716
1, 1.14853, 1.70399, 2.09195, 2.5345, 2.96203, 2.799, 2.97951, 3.26215, 3.83183, 3.96325, 2.97426, 3.85123, 4.21481, 4.29727, 4.88006, 5.78537, 4.82195, 6.73369, 7.42953, 7.90491, 8.10917, 10.6563, 10.677, 11.5638
1, 1.11314, 1.66225, 2.16797, 2.84874, 2.81016, 2.76717, 2.95162, 3.31906, 3.97235, 3.88849, 3.18346, 3.75566, 4.07683, 4.23039, 4.87596, 5.8279, 4.66743, 6.67527, 7.34313, 7.95376, 8.14689, 10.5819, 10.3803, 11.3192
1, 1.01659, 1.61336, 2.1341, 2.82455, 3.38958, 2.79247, 2.89391, 3.26013, 3.97777, 3.85269, 3.38906, 3.84155, 4.20791, 4.21155, 4.84853, 5.91599, 4.83889, 6.59492, 7.30463, 8.01712, 8.1267, 10.5122, 10.3836, 11.1029
1, 1.10647, 1.5994, 2.12676, 2.84723, 3.20852, 2.7086, 2.88974, 3.35423, 3.96626, 3.94602, 3.29779, 3.75838, 4.0642, 4.25885, 4.98753, 5.8827, 4.941, 6.40084, 7.34059, 7.98963, 8.12247, 10.2908, 10.7394, 10.6942
1, 1, 1.68423, 2.17722, 2.91937, 3.2972, 2.7267, 2.89408, 3.22891, 3.97773, 3.94921, 3.56525, 3.79178, 4.20734, 4.31923, 4.95726, 5.89672, 4.96148, 6.36572, 7.28127, 8.08273, 8.256, 10.0608, 10.7338, 10.6483
1, 1.0077, 1.61137, 2.24566, 2.92258, 3.21914, 2.72494, 2.87153, 3.11467, 3.9171, 3.95185, 3.97864, 3.75546, 4.01247, 4.35546, 5.08634, 5.96651, 5.18636, 6.36858, 7.30454, 8.10644, 8.24353, 9.97213, 10.5759, 10.5702
1, 1, 1.62991, 2.23753, 3.2679, 3.01755, 2.70779, 2.82626, 3.10582, 3.9875, 3.9436, 4.0865, 3.76771, 3.79975, 4.3623, 5.20094, 5.86399, 5.08913, 6.31114, 7.28323, 8.16535, 8.24093, 9.78348, 10.536, 10.6124
1, 1.02824, 1.75939, 2.22757, 2.95465, 2.73634, 2.69159, 2.74723, 3.11481, 3.96171, 3.95803, 3.98158, 3.75411, 3.99043, 4.31794, 5.05547, 5.76625, 5.28531, 6.28141, 7.24854, 8.10775, 8.32152, 9.77789, 10.6615, 11.2537
1, 1.07207, 1.72591, 2.17924, 3.00673, 2.94127, 2.64821, 2.73798, 3.1015, 4.00431, 3.9935, 4.22169, 3.69876, 4.83724, 4.2727, 4.93817, 5.68463, 5.40589, 6.31911, 7.24513, 8.12607, 8.31554, 9.6364, 10.6966, 11.2575
1, 1.13827, 1.68484, 2.127, 3.5142, 2.51672, 2.66935, 2.75228, 3.13323, 3.97816, 3.92584, 4.13631, 3.69835, 4.88095, 4.31615, 4.9696, 5.55559, 5.52456, 6.22455, 7.22599, 8.24254, 8.37078, 9.94427, 10.5792, 11.5373
1, 1.06424, 1.7669, 2.03551, 3.28141, 2.92975, 2.58169, 2.75364, 3.14669, 3.97983, 3.96522, 4.13431, 3.7467, 4.97133, 4.30629, 4.93811, 5.55589, 5.49146, 6.2808, 7.18875, 8.2058, 8.35802, 9.92481, 10.5333, 11.6597
1, 1, 1.78644, 2.12903, 3.05973, 3.16497, 2.57849, 2.74802, 3.24478, 3.99362, 3.94322, 4.00083, 3.68899, 4.69688, 4.33017, 4.88225, 5.52647, 5.5115, 6.27345, 7.24293, 8.16701, 8.3031, 9.93416, 10.2988, 11.4883
1, 1.01177, 1.62546, 2.12761, 3.15483, 3.04406, 2.62767, 2.78622, 3.2687, 3.97354, 3.88072, 3.88868, 3.70113, 4.25448, 4.28732, 4.76952, 5.53024, 5.42686, 6.32673, 7.22489, 8.01677, 8.35922, 9.73216, 10.2905, 11.5723
1, 1.12819, 1.56179, 2.16139, 2.60039, 3.15057, 2.57383, 2.76415, 3.23735, 4.03955, 3.90954, 3.89352, 3.7013, 3.94566, 4.25083, 4.88082, 5.54444, 5.47084, 6.32207, 7.16445, 7.9596, 8.30358, 9.77411, 10.3384, 11.5876
1, 1.26715, 1.54256, 2.19825, 2.5689, 2.93674, 2.51787, 2.753, 3.25041, 4.00136, 3.89778, 4.09508, 3.68777, 4.12241, 4.25491, 4.89013, 5.58077, 5.43053, 6.34459, 7.11513, 8.00495, 8.32517, 9.91811, 10.2721, 11.4407
1, 1.10324, 1.56584, 2.19273, 2.74018, 2.62264, 2.48587, 2.76301, 3.3589, 3.96371, 3.89177, 3.86292, 3.7179, 3.50099, 4.26872, 4.93004, 5.62428, 5.44145, 6.36353, 7.15335, 8.05672, 8.3271, 9.98536, 10.2115, 11.5627
1, 1.12629, 1.53899, 2.21177, 2.37577, 2.54961, 2.51814, 2.79321, 3.35416, 4.00001, 3.87972, 3.9343, 3.77192, 3.46047, 4.29062, 4.93268, 5.58505, 5.53231, 6.43561, 7.09563, 8.0442, 8.36096, 10.1358, 10.197, 11.8405
1, 1.00286, 1.50358, 2.16366, 2.70789, 2.83166, 2.56946, 2.88543, 3.36226, 4.00223, 3.87855, 3.74136, 3.79104, 3.24698, 4.29792, 4.83951, 5.49995, 5.51875, 6.4283, 7.12356, 8.04818, 8.26628, 10.36, 10.1643, 11.9219
1, 1.09069, 1.44677, 2.17931, 2.90169, 2.73477, 2.49748, 2.9326, 3.40716, 3.97628, 3.8563, 3.84514, 3.76896, 2.71212, 4.29463, 4.92894, 5.42167, 5.44657, 6.4543, 7.15375, 8.06887, 8.26232, 10.5798, 10.1068, 12.0467
1, 1.11563, 1.39373, 2.19918, 2.91979, 2.74334, 2.56145, 2.92735, 3.4139, 3.95609, 3.82731, 3.72385, 3.81333, 2.66574, 4.23916, 4.90182, 5.25823, 5.41298, 6.42627, 7.12009, 8.00015, 8.21216, 10.6017, 10.1398, 11.9096
1, 1.08581, 1.39583, 2.17634, 2.82465, 2.63938, 2.53675, 2.90365, 3.46744, 3.92624, 3.86215, 3.71979, 3.82586, 2.2936, 4.2449, 4.92964, 5.24393, 5.38193, 6.39223, 7.08967, 7.922, 8.21012, 10.5174, 10.2291, 11.9067
1, 1, 1.36528, 2.17486, 2.84114, 2.67116, 2.54552, 2.89279, 3.48471, 3.86313, 3.86138, 3.71375, 3.8102, 2.80621, 4.2596, 4.91592, 5.20733, 5.34603, 6.39104, 7.15351, 7.94608, 8.17487, 10.4227, 10.1884, 11.5416
1, 1.01108, 1.36241, 2.17631, 2.75004, 2.82848, 2.56553, 2.89175, 3.53433, 3.88308, 3.90479, 3.71197, 3.81634, 3.07404, 4.22234, 4.94147, 5.30143, 5.39087, 6.38001, 7.08052, 7.88274, 8.13558, 10.3818, 10.2419, 11.4897
1, 1.01433, 1.37907, 2.20688, 2.58641, 2.9007, 2.54755, 2.8909, 3.56003, 3.85836, 3.89449, 3.62615, 3.81838, 3.17792, 4.18401, 4.9489, 5.27701, 5.41495, 6.31646, 7.06343, 7.85615, 8.12479, 10.4147, 10.2171, 11.1308
1, 1.08616, 1.35203, 2.17285, 2.64826, 2.86433, 2.56826, 2.87878, 3.55308, 3.88379, 3.89327, 3.8212, 3.82107, 3.38989, 4.21611, 4.89979, 5.27538, 5.40865, 6.28004, 7.07287, 7.78748, 8.1746, 10.3551, 10.216, 11.0997
1, 1.10164, 1.37962, 2.16853, 2.52961, 2.89343, 2.54348, 2.83954, 3.55142, 3.88928, 3.88564, 3.5964, 3.81029, 3.57599, 4.20961, 4.90877, 5.24224, 5.45788, 6.26672, 7.08532, 7.75264, 8.16672, 10.3654, 10.1777, 11.3391
1, 1.09756, 1.33461, 2.15854, 2.56038, 2.85115, 2.54642, 2.88188, 3.55777, 3.8787, 3.90692, 3.35774, 3.82145, 3.68922, 4.2423, 4.88842, 5.30087, 5.40692, 6.27709, 7.08562, 7.76432, 8.17293, 10.3544, 10.1638, 11.3824
1, 1.04263, 1.36139, 2.16333, 2.63371, 2.97712, 2.54101, 2.85719, 3.54199, 3.86507, 3.88668, 3.46353, 3.81658, 3.45164, 4.20642, 4.86644, 5.31868, 5.34155, 6.2595, 7.04199, 7.74685, 8.19959, 10.1962, 10.1659, 11.4509
1, 1.07296, 1.38656, 2.14574, 2.47737, 2.83631, 2.5514, 2.85389, 3.54429, 3.84372, 3.8586, 3.30625, 3.81263, 3.47862, 4.16609, 4.83846, 5.28175, 5.3564, 6.32767, 6.98925, 7.75199, 8.15862, 10.2033, 10.1908, 11.3037
1, 1.07857, 1.39929, 2.10475, 2.43175, 2.75276, 2.59977, 2.79486, 3.549, 3.84392, 3.89503, 3.1544, 3.80456, 3.74559, 4.21754, 4.7979, 5.27866, 5.35814, 6.30485, 7.04165, 7.77355, 8.23775, 10.1975, 10.2162, 11.376
1, 1.12317, 1.42989, 2.08312, 2.54869, 2.79731, 2.60256, 2.75033, 3.53224, 3.81394, 3.88765, 3.30356, 3.80373, 4.19413, 4.19107, 4.81027, 5.20102, 5.33189, 6.30717, 7.04142, 7.89789, 8.23015, 10.172, 10.2075, 11.2666
1, 1.12961, 1.49618, 2.0745, 2.55823, 2.87977, 2.56461, 2.73654, 3.49457, 3.81157, 3.88581, 3.15902, 3.80477, 3.98243, 4.19466, 4.81349, 5.19058, 5.33018, 6.28664, 6.9857, 7.9195, 8.222, 10.1479, 10.2296, 11.3667
1, 1.08014, 1.50265, 2.09756, 2.55064, 2.84474, 2.58431, 2.74373, 3.52416, 3.79277, 3.88541, 2.99879, 3.82289, 3.90447, 4.18944, 4.86428, 5.2127, 5.34331, 6.27061, 6.92353, 7.8436, 8.25456, 10.0607, 10.2962, 11.2637
1, 1.06929, 1.46962, 2.09821, 2.5619, 2.8307, 2.56115, 2.76933, 3.53734, 3.80783, 3.91588, 3.4502, 3.82001, 3.98582, 4.17633, 4.85396, 5.17806, 5.34462, 6.26732, 7.00768, 7.95892, 8.22673, 9.97811, 10.3961, 11.3865
1, 1.03161, 1.42836, 2.10119, 2.49827, 2.83672, 2.54285, 2.78503, 3.53059, 3.90138, 3.91023, 3.55862, 3.83234, 3.98432, 4.18009, 4.85382, 5.18493, 5.36397, 6.28619, 7.00013, 7.97271, 8.18458, 9.76751, 10.4765, 11.524
1, 1.06013, 1.41291, 2.07869, 2.4681, 2.84522, 2.54346, 2.74495, 3.51267, 3.92698, 3.90818, 3.6084, 3.84442, 3.74808, 4.19524, 4.81217, 5.22736, 5.37496, 6.25808, 7.02637, 7.99881, 8.2254, 9.84568, 10.5066, 11.8545
1, 1.05823, 1.41103, 2.05116, 2.48528, 2.81414, 2.52997, 2.74383, 3.53214, 3.90464, 3.89872, 3.71089, 3.83345, 3.55619, 4.19133, 4.82793, 5.31337, 5.38416, 6.25221, 7.00041, 7.95392, 8.21934, 9.86883, 10.5806, 11.8224
1, 1.11404, 1.41657, 2.03773, 2.53852, 2.72553, 2.50862, 2.79363, 3.57007, 3.90677, 3.88678, 3.61446, 3.81706, 3.75346, 4.20847, 4.86118, 5.22286, 5.37972, 6.27563, 6.99461, 7.95689, 8.25946, 9.68217, 10.7137, 11.6176
1, 1.09503, 1.39065, 2.07223, 2.62906, 2.73879, 2.47131, 2.80108, 3.52331, 3.91747, 3.89034, 3.66089, 3.8176, 3.98133, 4.19804, 4.84208, 5.3115, 5.35104, 6.24767, 7.00698, 7.95732, 8.21601, 9.73802, 10.7125, 11.6885
1, 1.07249, 1.39097, 2.06328, 2.61026, 2.73842, 2.46387, 2.85202, 3.55005, 3.91678, 3.88155, 3.92339, 3.82249, 4.02466, 4.23029, 4.81818, 5.26985, 5.34921, 6.27281, 7.0291, 7.95192, 8.20426, 9.68959, 10.6624, 11.9014
1, 1.08369, 1.39942, 2.08434, 2.51043, 2.69271, 2.49436, 2.83156, 3.52252, 3.89515, 3.89274, 3.85143, 3.83443, 4.12171, 4.21065, 4.80775, 5.25927, 5.34766, 6.27577, 7.00839, 7.91448, 8.18786, 9.7632, 10.6062, 11.9082
1, 1.15832, 1.39451, 2.07964, 2.60082, 2.66716, 2.48587, 2.83567, 3.49524, 3.89044, 3.91487, 3.75086, 3.82172, 3.95305, 4.20162, 4.77836, 5.27681, 5.32196, 6.26548, 7.02132, 7.90909, 8.18765, 9.75719, 10.6401, 11.7443
1, 1.20543, 1.39349, 2.07229, 2.56012, 2.62434, 2.46734, 2.83162, 3.48877, 3.89943, 3.90477, 3.97495, 3.81625, 4.49747, 4.19947, 4.75109, 5.28022, 5.27999, 6.26731, 7.02165, 7.86244, 8.1517, 9.79402, 10.5564, 11.7428
1, 1.18231, 1.38493, 2.08929, 2.46527, 2.60185, 2.46736, 2.81823, 3.48661, 3.92056, 3.90016, 3.9726, 3.8193, 4.50885, 4.18637, 4.74383, 5.28646, 5.27064, 6.28771, 7.01861, 7.88268, 8.1424, 9.87242, 10.5564, 11.7363
1, 1.19012, 1.40026, 2.08134, 2.35865, 2.6096, 2.46493, 2.79676, 3.47547, 3.91481, 3.89939, 3.9749, 3.84822, 4.52182, 4.16984, 4.77281, 5.27195, 5.24251, 6.28007, 7.02676, 7.95239, 8.20432, 9.84985, 10.5207, 11.7883
1, 1.16496, 1.40723, 2.08797, 2.39659, 2.6867, 2.45017, 2.74574, 3.47082, 3.90487, 3.8926, 3.91933, 3.84321, 4.62884, 4.15703, 4.80079, 5.29304, 5.30071, 6.2791, 7.03907, 7.98241, 8.1892, 9.91233, 10.5411, 11.6794
1, 1.17727, 1.40812, 2.08796, 2.36182, 2.64441, 2.46275, 2.77624, 3.48452, 3.93665, 3.88613, 3.77873, 3.84893, 4.33392, 4.14019, 4.78868, 5.2929, 5.2902, 6.27397, 7.05414, 7.98336, 8.22219, 9.81471, 10.5299, 11.6871
1, 1.16141, 1.40467, 2.08776, 2.41873, 2.64239, 2.46033, 2.76396, 3.48386, 3.95161, 3.88338, 3.72924, 3.84322, 4.18906, 4.14149, 4.81582, 5.26983, 5.28787, 6.28145, 7.02728, 7.98657, 8.18669, 9.83193, 10.5534, 11.6465
1, 1.15633, 1.40951, 2.08761, 2.33686, 2.64669, 2.44509, 2.75627, 3.49512, 3.93459, 3.87157, 3.75106, 3.85413, 4.03287, 4.1905, 4.81473, 5.29285, 5.29997, 6.26849, 7.03, 7.94905, 8.15268, 9.88229, 10.5322, 11.5807
1, 1.14287, 1.41219, 2.06206, 2.41194, 2.72913, 2.44827, 2.78822, 3.47575, 3.93111, 3.86949, 3.80666, 3.85486, 3.96944, 4.19179, 4.79332, 5.3443, 5.3118, 6.26166, 7.03877, 7.99481, 8.18913, 9.90286, 10.5111, 11.5877
1, 1.11731, 1.40807, 2.0521, 2.38806, 2.76426, 2.43415, 2.79241, 3.49553, 3.94, 3.86621, 3.72119, 3.85279, 3.96537, 4.17711, 4.80125, 5.45367, 5.37669, 6.26009, 7.03488, 7.9942, 8.22661, 9.81896, 10.4683, 11.68
1, 1.11397, 1.40897, 2.06198, 2.38349, 2.75959, 2.42944, 2.79384, 3.50663, 3.94765, 3.86947, 3.82514, 3.8417, 3.87449, 4.20432, 4.79082, 5.44888, 5.36992, 6.26354, 7.0404, 7.98423, 8.23474, 9.82823, 10.4677, 11.6695
