386, 0, 0, 0, 0, 0, 0
408, 0, 0, 0, 0, 0, 0
423, 0, 0, 0, 0, 0, 0
415, 0, 0, 0, 0, 0, 0
432, 0, 0, 0, 0, 0, 0
437, 0, 0, 0, 0, 0, 0
422, 0, 0, 0, 0, 0, 0
406, 0, 0, 0, 0, 0, 0
400, 0, 0, 0, 0, 0, 0
420, 0, 0, 0, 0, 0, 0
417, 0, 0, 0, 0, 0, 0
395, 0, 0, 0, 0, 0, 0
393, 0, 0, 0, 0, 0, 0
399, 0, 0, 0, 0, 0, 0
366, 0, 0, 0, 0, 0, 0
357, 0, 0, 0, 0, 0, 0
350, 0, 0, 0, 0, 0, 0
359, 0, 0, 0, 0, 0, 0
361, 0, 0, 0, 0, 0, 0
368, 0, 0, 0, 0, 0, 0
384, 0, 0, 0, 0, 0, 0
406, 0, 0, 0, 0, 0, 0
411, 0, 0, 0, 0, 0, 0
414, 0, 0, 0, 0, 0, 0
407, 0, 0, 0, 0, 0, 0
406, 0, 0, 0, 0, 0, 0
394, 0, 0, 0, 0, 0, 0
384, 0, 0, 0, 0, 0, 0
377, 0, 0, 0, 0, 0, 0
371, 0, 0, 0, 0, 0, 0
375, 0, 0, 0, 0, 0, 0
379, 0, 0, 0, 0, 0, 0
385, 0, 0, 0, 0, 0, 0
387, 0, 0, 0, 0, 0, 0
399, 0, 0, 0, 0, 0, 0
393, 0, 0, 0, 0, 0, 0
393, 0, 0, 0, 0, 0, 0
393, 0, 0, 0, 0, 0, 0
397, 0, 0, 0, 0, 0, 0
397, 0, 0, 0, 0, 0, 0
388, 0, 0, 0, 0, 0, 0
400, 0, 0, 0, 0, 0, 0
395, 0, 0, 0, 0, 0, 0
389, 0, 0, 0, 0, 0, 0
378, 0, 0, 0, 0, 0, 0
399, 0, 0, 0, 0, 0, 0
386, 0, 0, 0, 0, 0, 0
382, 0, 0, 0, 0, 0, 0
380, 0, 0, 0, 0, 0, 0
400, 0, 0, 0, 0, 0, 0
373, 0, 0, 0, 0, 0, 0
376, 1, 0, 0, 0, 0, 0
392, 0, 0, 0, 0, 0, 0
396, 1, 0, 0, 0, 0, 0
382, 2, 0, 0, 0, 0, 0
391, 2, 0, 0, 0, 0, 0
397, 2, 0, 0, 0, 0, 0
372, 3, 0, 0, 0, 0, 0
373, 2, 0, 0, 0, 0, 0
357, 7, 0, 0, 0, 0, 0
362, 1, 0, 0, 0, 0, 0
355, 3, 0, 0, 0, 0, 0
366, 7, 0, 0, 0, 0, 0
349, 17, 0, 0, 0, 0, 0
282, 59, 1, 0, 0, 0, 0
253, 76, 1, 0, 0, 0, 0
261, 50, 0, 0, 0, 0, 0
285, 17, 0, 0, 0, 0, 0
305, 4, 0, 0, 0, 0, 0
325, 7, 0, 0, 0, 0, 0
331, 7, 0, 0, 0, 0, 0
337, 14, 0, 0, 0, 0, 0
345, 14, 0, 0, 0, 0, 0
328, 24, 1, 0, 0, 0, 0
342, 13, 1, 0, 0, 0, 0
319, 35, 1, 0, 0, 0, 0
329, 36, 0, 0, 0, 0, 0
329, 40, 0, 0, 0, 0, 0
332, 35, 0, 0, 0, 0, 0
342, 34, 0, 0, 0, 0, 0
328, 56, 2, 0, 0, 0, 0
351, 40, 2, 0, 0, 0, 0
358, 41, 0, 0, 0, 0, 0
373, 39, 1, 0, 0, 0, 0
371, 46, 2, 0, 0, 0, 0
354, 75, 6, 0, 0, 0, 0
365, 57, 3, 0, 0, 0, 0
363, 54, 2, 0, 0, 0, 0
366, 32, 0, 0, 0, 0, 0
367, 32, 2, 0, 0, 0, 0
365, 24, 1, 0, 0, 0, 0
370, 26, 1, 0, 0, 0, 0
335, 61, 2, 0, 0, 0, 0
353, 55, 4, 0, 0, 0, 0
330, 68, 5, 0, 0, 0, 0
331, 52, 6, 0, 0, 0, 0
348, 39, 1, 0, 0, 0, 0
367, 13, 1, 0, 0, 0, 0
348, 12, 0, 0, 0, 0, 0
355, 10, 0, 0, 0, 0, 0
351, 23, 0, 0, 0, 0, 0
347, 15, 0, 0, 0, 0, 0
310, 31, 1, 0, 0, 0, 0
312, 45, 4, 0, 0, 0, 0
302, 51, 0, 0, 0, 0, 0
312, 42, 1, 0, 0, 0, 0
