3254, 0, 0, 0, 0, 0, 0
3255, 0, 0, 0, 0, 0, 0
3270, 0, 0, 0, 0, 0, 0
3276, 0, 0, 0, 0, 0, 0
3317, 0, 0, 0, 0, 0, 0
3308, 0, 0, 0, 0, 0, 0
2899, 0, 0, 0, 0, 0, 0
2667, 0, 0, 0, 0, 0, 0
2473, 0, 0, 0, 0, 0, 0
2296, 0, 0, 0, 0, 0, 0
2204, 0, 0, 0, 0, 0, 0
2138, 0, 0, 0, 0, 0, 0
2026, 0, 0, 0, 0, 0, 0
1984, 0, 0, 0, 0, 0, 0
1933, 0, 0, 0, 0, 0, 0
1905, 0, 0, 0, 0, 0, 0
1838, 0, 0, 0, 0, 0, 0
1795, 0, 0, 0, 0, 0, 0
1772, 0, 0, 0, 0, 0, 0
1738, 0, 0, 0, 0, 0, 0
1674, 0, 0, 0, 0, 0, 0
1630, 0, 0, 0, 0, 0, 0
1588, 0, 0, 0, 0, 0, 0
1554, 0, 0, 0, 0, 0, 0
1512, 0, 0, 0, 0, 0, 0
1504, 0, 0, 0, 0, 0, 0
1490, 0, 0, 0, 0, 0, 0
1502, 0, 0, 0, 0, 0, 0
1440, 0, 0, 0, 0, 0, 0
1479, 0, 0, 0, 0, 0, 0
1453, 0, 0, 0, 0, 0, 0
1481, 0, 0, 0, 0, 0, 0
1468, 0, 0, 0, 0, 0, 0
1505, 0, 0, 0, 0, 0, 0
1518, 0, 0, 0, 0, 0, 0
1543, 0, 0, 0, 0, 0, 0
1557, 0, 0, 0, 0, 0, 0
1565, 0, 0, 0, 0, 0, 0
1591, 0, 0, 0, 0, 0, 0
1599, 0, 0, 0, 0, 0, 0
1589, 0, 0, 0, 0, 0, 0
1610, 0, 0, 0, 0, 0, 0
1631, 0, 0, 0, 0, 0, 0
1614, 0, 0, 0, 0, 0, 0
1610, 0, 0, 0, 0, 0, 0
1634, 0, 0, 0, 0, 0, 0
1605, 0, 0, 0, 0, 0, 0
1596, 0, 0, 0, 0, 0, 0
1633, 0, 0, 0, 0, 0, 0
1611, 0, 0, 0, 0, 0, 0
1552, 0, 0, 0, 0, 0, 0
1605, 0, 0, 0, 0, 0, 0
1645, 0, 0, 0, 0, 0, 0
1610, 0, 0, 0, 0, 0, 0
1619, 0, 0, 0, 0, 0, 0
1637, 0, 0, 0, 0, 0, 0
1606, 0, 0, 0, 0, 0, 0
1573, 0, 0, 0, 0, 0, 0
1571, 0, 0, 0, 0, 0, 0
1542, 0, 0, 0, 0, 0, 0
1516, 0, 0, 0, 0, 0, 0
1501, 0, 0, 0, 0, 0, 0
1492, 0, 0, 0, 0, 0, 0
1527, 0, 0, 0, 0, 0, 0
1550, 0, 0, 0, 0, 0, 0
1567, 0, 0, 0, 0, 0, 0
1566, 0, 0, 0, 0, 0, 0
1578, 0, 0, 0, 0, 0, 0
1575, 0, 0, 0, 0, 0, 0
1572, 0, 0, 0, 0, 0, 0
1586, 0, 0, 0, 0, 0, 0
1595, 0, 0, 0, 0, 0, 0
1631, 0, 0, 0, 0, 0, 0
1629, 0, 0, 0, 0, 0, 0
1636, 0, 0, 0, 0, 0, 0
1618, 0, 0, 0, 0, 0, 0
1603, 0, 0, 0, 0, 0, 0
1558, 0, 0, 0, 0, 0, 0
1516, 0, 0, 0, 0, 0, 0
1514, 0, 0, 0, 0, 0, 0
