1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25
1, 1.05792, 1.37456, 1.99857, 2.40764, 2.63878, 2.69072, 2.94958, 3.83416, 3.95584, 4.14595, 4.19579, 4.39318, 3.87065, 4.66189, 4.97839, 5.59269, 5.63452, 6.82392, 7.58329, 8.13027, 9.44232, 10.1438, 9.72852, 14.8866
1, 1.0623, 1.37286, 2.0017, 2.39766, 2.65325, 2.60462, 3.02781, 3.8315, 3.97236, 4.15035, 4.19905, 4.35745, 3.82569, 4.64147, 4.96083, 5.60597, 5.62292, 6.84897, 7.61406, 8.13374, 9.40389, 10.1352, 9.74113, 14.8864
1, 1.08483, 1.3862, 1.97402, 2.39626, 2.65663, 2.55617, 3.03467, 3.8263, 3.99777, 4.1614, 4.1975, 4.35285, 3.88417, 4.63795, 4.99159, 5.56351, 5.59439, 6.84417, 7.65691, 8.13518, 9.426, 10.1423, 9.7255, 14.8865
1, 1.0826, 1.38451, 1.98177, 2.38021, 2.65284, 2.51392, 3.03038, 3.82438, 4.02817, 4.17702, 4.19614, 4.31119, 3.82734, 4.66324, 4.99442, 5.61019, 5.62746, 6.85242, 7.66047, 8.06372, 9.42052, 10.1729, 9.74068, 14.8789
1, 1.04011, 1.39278, 1.9836, 2.37326, 2.65203, 2.61965, 3.01071, 3.80985, 4.10108, 4.16663, 4.20115, 4.28662, 3.7724, 4.68937, 4.97885, 5.58079, 5.62203, 6.85239, 7.64105, 8.0925, 9.41382, 10.138, 9.71876, 14.8801
1, 1.06468, 1.38771, 1.98613, 2.38462, 2.65596, 2.6423, 2.98475, 3.80292, 4.10061, 4.1807, 4.19281, 4.28611, 3.75155, 4.71989, 4.9551, 5.54718, 5.66656, 6.8446, 7.64514, 8.05432, 9.4013, 10.1279, 9.70897, 14.8713
1, 1.05788, 1.36613, 1.98073, 2.38942, 2.65365, 2.59388, 3.00445, 3.79223, 4.09766, 4.1771, 4.21081, 4.30218, 3.75672, 4.72798, 4.933, 5.538, 5.6574, 6.84376, 7.64224, 8.09789, 9.40671, 10.1275, 9.72901, 14.8774
1, 1.07367, 1.35893, 1.96325, 2.38519, 2.64372, 2.66497, 3.03005, 3.79345, 4.06753, 4.18403, 4.2128, 4.25864, 3.78235, 4.7254, 4.91126, 5.53803, 5.67238, 6.84435, 7.62898, 8.08639, 9.40314, 10.1262, 9.73081, 14.8728
1, 1.06389, 1.36224, 2.00153, 2.37513, 2.63791, 2.61128, 3.03376, 3.79143, 4.09275, 4.1971, 4.2163, 4.27011, 3.78307, 4.72507, 4.88877, 5.57696, 5.67453, 6.83064, 7.63029, 8.05703, 9.40767, 10.1024, 9.74347, 14.8724
1, 1.07354, 1.37097, 2.01726, 2.38937, 2.62815, 2.63403, 3.01367, 3.77718, 4.06748, 4.18723, 4.22245, 4.27671, 3.83779, 4.70047, 4.87065, 5.57588, 5.66165, 6.83219, 7.62363, 8.05071, 9.43833, 10.0464, 9.73864, 14.8619
1, 1.06988, 1.36357, 2.00561, 2.38402, 2.64244, 2.59541, 3.02893, 3.79686, 4.06419, 4.19685, 4.21858, 4.26391, 3.82356, 4.71508, 4.88326, 5.60117, 5.66997, 6.82935, 7.62788, 8.05835, 9.45231, 10.0412, 9.75012, 14.8609
1, 1.06575, 1.35114, 2.01222, 2.38312, 2.6505, 2.61065, 3.01183, 3.78911, 4.07366, 4.19858, 4.21555, 4.25691, 3.84427, 4.71769, 4.91291, 5.58412, 5.65831, 6.83564, 7.63419, 8.07213, 9.47522, 10.0232, 9.73687, 14.8577
1, 1.05067, 1.35108, 2.01199, 2.37916, 2.65001, 2.63795, 3.01742, 3.78732, 4.05181, 4.20538, 4.21221, 4.24912, 3.83181, 4.74605, 4.91261, 5.58912, 5.65916, 6.83289, 7.64447, 8.07789, 9.46858, 10.0292, 9.73819, 14.8609
1, 1.04295, 1.34898, 2.00983, 2.38733, 2.64904, 2.60916, 3.00802, 3.80327, 4.05853, 4.20709, 4.18726, 4.24727, 3.82768, 4.72544, 4.89118, 5.58836, 5.63806, 6.82822, 7.64572, 8.09494, 9.43879, 10.0254, 9.74353, 14.8592
1, 1.04629, 1.32887, 2.03721, 2.40221, 2.64513, 2.59539, 2.98913, 3.795, 4.04729, 4.22369, 4.19161, 4.21625, 3.81056, 4.72022, 4.85716, 5.57602, 5.63808, 6.8201, 7.64669, 8.1083, 9.40997, 10.0047, 9.75399, 14.8601
1, 1.04835, 1.31177, 2.03458, 2.41051, 2.64603, 2.5967, 2.99018, 3.79947, 4.05191, 4.21256, 4.17756, 4.21804, 3.78809, 4.71175, 4.83715, 5.57269, 5.64718, 6.81941, 7.6516, 8.08467, 9.36858, 10.017, 9.76987, 14.8589
1, 1.04676, 1.32703, 2.04468, 2.43314, 2.65036, 2.55806, 3.00971, 3.79364, 4.04543, 4.21231, 4.17271, 4.2119, 3.7679, 4.71567, 4.86168, 5.55432, 5.65937, 6.81582, 7.67444, 8.05162, 9.37769, 10.0116, 9.78285, 14.8529
1, 1.04321, 1.3334, 2.03898, 2.44053, 2.64443, 2.56815, 3.01583, 3.79198, 4.04738, 4.20447, 4.16033, 4.21199, 3.7589, 4.70586, 4.8743, 5.52995, 5.66606, 6.80542, 7.66645, 8.03873, 9.39489, 10.0407, 9.78099, 14.8503
1, 1.04762, 1.32445, 2.0474, 2.43139, 2.65267, 2.58451, 3.02893, 3.7888, 4.05454, 4.20981, 4.16338, 4.21347, 3.74288, 4.69788, 4.89488, 5.54118, 5.66269, 6.79661, 7.65291, 8.03515, 9.39451, 10.0296, 9.76115, 14.8507
1, 1.05036, 1.332, 2.04107, 2.42683, 2.64913, 2.58644, 3.03045, 3.78874, 4.04378, 4.19763, 4.16272, 4.19902, 3.71482, 4.72032, 4.8782, 5.54078, 5.66003, 6.79968, 7.63748, 8.04544, 9.39469, 10.0393, 9.78069, 14.8521
1, 1.05991, 1.33907, 2.04542, 2.43256, 2.64205, 2.55656, 3.02283, 3.78336, 4.03833, 4.20591, 4.16998, 4.21314, 3.69304, 4.71451, 4.8597, 5.5339, 5.6618, 6.79795, 7.62888, 8.03932, 9.40347, 10.0358, 9.77653, 14.8518
1, 1.05453, 1.34547, 2.04943, 2.42736, 2.63517, 2.55506, 3.02024, 3.78355, 4.03838, 4.20627, 4.17179, 4.20787, 3.75519, 4.72967, 4.82582, 5.55285, 5.65767, 6.79739, 7.62629, 8.02349, 9.3835, 10.0248, 9.77401, 14.8512
1, 1.05174, 1.34055, 2.05066, 2.42729, 2.62624, 2.55575, 3.00618, 3.77757, 4.03701, 4.21159, 4.16889, 4.2083, 3.7938, 4.7454, 4.85005, 5.5519, 5.66007, 6.78683, 7.63459, 8.03373, 9.38117, 10.0131, 9.77978, 14.8443
1, 1.053, 1.35459, 2.06189, 2.41999, 2.62351, 2.5414, 3.01811, 3.77478, 4.02438, 4.20107, 4.16928, 4.20965, 3.81358, 4.73999, 4.88383, 5.53868, 5.66716, 6.78779, 7.64255, 8.00923, 9.39978, 10.0225, 9.79549, 14.845
1, 1.04224, 1.34757, 2.06289, 2.42189, 2.62425, 2.54171, 3.00914, 3.77574, 4.02362, 4.21693, 4.17717, 4.22581, 3.82421, 4.73262, 4.89078, 5.54593, 5.68022, 6.78384, 7.6461, 8.02575, 9.43238, 10.0163, 9.79653, 14.8431
1, 1.04585, 1.3468, 2.05968, 2.42559, 2.62312, 2.52768, 3.00927, 3.78589, 4.02485, 4.22359, 4.17681, 4.21505, 3.83713, 4.71735, 4.87573, 5.56534, 5.69547, 6.78224, 7.63668, 8.03316, 9.39621, 10.0202, 9.79915, 14.8426
1, 1.05215, 1.34606, 2.05387, 2.42579, 2.61774, 2.52588, 3.022, 3.78675, 4.02426, 4.23388, 4.17494, 4.21445, 3.87511, 4.71158, 4.86351, 5.57189, 5.71535, 6.76667, 7.64329, 8.05171, 9.39496, 10.0087, 9.7998, 14.8355
